ts,date,selected,gross_exposure,strategy_ret,overlay_kill_day,overlay_multiplier,overlay_strategy_ret,overlay_gross_exposure,overlay_selected,overlay_equity
2025-03-09 00:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-09 04:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-09 08:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-09 12:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-09 16:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-09 20:00:00,2025-03-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 00:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 04:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 08:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 12:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 16:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-10 20:00:00,2025-03-10,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 00:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 04:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 08:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 12:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 16:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-11 20:00:00,2025-03-11,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 00:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 04:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 08:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 12:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 16:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-12 20:00:00,2025-03-12,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-13 00:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-13 04:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-13 08:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-13 12:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-13 16:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-13 20:00:00,2025-03-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 00:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 04:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 08:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 12:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 16:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-14 20:00:00,2025-03-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 00:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 04:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 08:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 12:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 16:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-15 20:00:00,2025-03-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 00:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 04:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 08:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 12:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 16:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-16 20:00:00,2025-03-16,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 00:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 04:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 08:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 12:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 16:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-17 20:00:00,2025-03-17,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 00:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 04:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 08:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 12:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 16:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-18 20:00:00,2025-03-18,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-19 00:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-19 04:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-19 08:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-19 12:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-19 16:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-19 20:00:00,2025-03-19,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-20 00:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-20 04:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-20 08:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-20 12:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-20 16:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-20 20:00:00,2025-03-20,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 00:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 04:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 08:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 12:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 16:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-21 20:00:00,2025-03-21,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 00:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 04:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 08:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 12:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 16:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-22 20:00:00,2025-03-22,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-23 00:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-23 04:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-23 08:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-23 12:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-23 16:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-23 20:00:00,2025-03-23,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-24 00:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-24 04:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-24 08:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-24 12:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-24 16:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-24 20:00:00,2025-03-24,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 00:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 04:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 08:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 12:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 16:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-25 20:00:00,2025-03-25,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 00:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 04:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 08:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 12:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 16:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-26 20:00:00,2025-03-26,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 00:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 04:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 08:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 12:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 16:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-27 20:00:00,2025-03-27,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-03-28 00:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-28 04:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-28 08:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-28 12:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-28 16:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-28 20:00:00,2025-03-28,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 00:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 04:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 08:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 12:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 16:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-29 20:00:00,2025-03-29,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 00:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 04:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 08:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 12:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 16:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-30 20:00:00,2025-03-30,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 00:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 04:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 08:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 12:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 16:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-03-31 20:00:00,2025-03-31,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 00:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 04:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 08:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 12:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 16:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-01 20:00:00,2025-04-01,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-02 00:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-02 04:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-02 08:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-02 12:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-02 16:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-02 20:00:00,2025-04-02,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 00:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 04:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 08:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 12:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 16:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-03 20:00:00,2025-04-03,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 00:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 04:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 08:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 12:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 16:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-04 20:00:00,2025-04-04,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-05 00:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-05 04:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-05 08:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-05 12:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-05 16:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-05 20:00:00,2025-04-05,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-06 00:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-06 04:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-06 08:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-06 12:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-06 16:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-06 20:00:00,2025-04-06,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-07 00:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-07 04:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-07 08:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-07 12:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-07 16:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-07 20:00:00,2025-04-07,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 00:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 04:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 08:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 12:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 16:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-08 20:00:00,2025-04-08,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 00:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 04:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 08:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 12:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 16:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-09 20:00:00,2025-04-09,CASH,0.0,0.0,True,0.75,0.0,0.0,PARTIAL_OVERLAY,13.303844133125997
2025-04-10 00:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-10 04:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-10 08:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-10 12:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-10 16:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-10 20:00:00,2025-04-10,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 00:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 04:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 08:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 12:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 16:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-11 20:00:00,2025-04-11,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 00:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 04:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 08:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 12:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 16:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-12 20:00:00,2025-04-12,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 00:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 04:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 08:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 12:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 16:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-13 20:00:00,2025-04-13,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 00:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 04:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 08:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 12:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 16:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-14 20:00:00,2025-04-14,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-15 00:00:00,2025-04-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
2025-04-15 04:00:00,2025-04-15,CASH,0.0,0.0,False,1.0,0.0,0.0,CASH,13.303844133125997
